freq,am_item,indic_agr,unit,geo\TIME_PERIOD,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,AM040000,PRD_BP,MIO_PPS,SE,77.79,91.96,101.15,99.01,101.11,101.49,116.42,123.39,125.06,145.74,143.85,158.84,175.79,179.08,183.44,202.71,202.29,199.47,189.85,200.27,216.49,245.05,222.3,207.23,213.23,216.31,243.58,258.23,261.88,260.1,256.76,244.45,258.4,280.06,276.28,258.34,272.47,289.3,334.02,369.72,355.74,359.83,352.46,348.74,368.03,391.32,406.23,424.31,504.24,562.22,603.86,654.15,662.72
A,AM040000,PRD_BP,MIO_PPS,SI,,,,,,,,,,,,,,,,,,,,,,,80.13,81.85,85.94,79.99,85.59,72.32,70.62,79.1,75.45,78.88,92.45,90.24,79.89,93.09,97.15,82.67,92.01,98.31,114.5,123.57,142.05,145.88,145.61,152.86,183.99,190.15,173.22,173.14,161.03,174.94,151.51
A,AM040000,PRD_BP,MIO_PPS,SK,,,,,,,,,,,,,,,,,,,,,,,189.19,262.69,270.38,301.88,370.26,197.0,230.61,195.58,182.22,175.12,150.36,206.12,202.81,137.22,189.8,201.41,216.56,242.61,287.44,219.51,245.98,195.38,243.75,107.24,128.93,107.94,148.08,133.11,142.88,136.42,131.8
A,AM040000,PRD_BP,MIO_PPS,UK,737.03,856.0,909.79,955.14,1091.96,1045.17,1158.31,1162.15,1206.15,1258.64,1428.22,1591.32,1601.99,1668.72,1883.42,2089.79,2185.24,2330.14,2203.18,2123.62,2100.63,2286.05,1971.23,2066.19,1901.88,1870.22,1912.27,1834.76,1916.93,1884.22,1961.23,1916.17,1947.1,1983.68,2028.86,2111.08,2091.75,2438.52,2467.07,2523.6,2626.76,2429.44,2567.29,2676.69,2790.32,2768.43,2815.92,2731.94,,,,,
A,AM040000,PRD_PP,MIO_EUR,AT,,,,,,,,,,,,,,,,,,,,,,,377.58,366.87,378.59,384.99,395.96,413.41,436.81,450.22,429.78,432.44,405.94,452.05,482.38,486.33,493.61,538.84,546.09,553.86,573.2,593.37,630.22,682.04,648.57,660.89,705.06,713.17,793.89,860.47,979.1,1008.88,1021.6
A,AM040000,PRD_PP,MIO_EUR,BE,,,,,,,,571.9,582.01,569.84,671.87,747.77,788.11,819.72,937.17,877.5,950.57,1083.3,1133.07,1117.69,1251.41,1191.09,1064.2,1165.33,1131.18,1138.87,1188.6,1215.06,1207.47,1260.89,1201.57,1168.27,1199.93,1391.64,1329.73,1244.57,1282.44,1449.3,1247.64,1312.17,1230.46,1215.54,1332.42,1334.97,1339.0,1406.77,1560.99,1550.69,1788.16,1629.13,1788.88,1894.41,1548.61
A,AM040000,PRD_PP,MIO_EUR,BG,,,,,,,,,,,,,,,,,,,,,,,272.24,238.55,450.17,397.94,536.56,465.02,458.46,577.26,538.86,483.09,492.35,509.74,436.19,540.61,242.87,184.4,119.91,116.85,138.99,142.57,123.05,156.19,176.06,194.49,198.77,175.21,216.15,247.84,254.27,269.57,280.29
A,AM040000,PRD_PP,MIO_EUR,CH,,,,,,,,,,,,,633.25,682.48,681.73,665.21,671.41,680.01,711.13,705.74,777.68,816.04,875.59,852.65,843.96,848.42,817.28,852.9,839.77,905.16,829.37,827.67,790.65,813.9,812.54,869.49,940.39,1022.23,1142.5,1190.93,1134.06,1200.05,1330.08,1293.86,1283.51,1241.33,1226.63,1331.19,1264.21,1478.34,1507.23,1505.48,1566.82
A,AM040000,PRD_PP,MIO_EUR,CY,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,79.44,80.52,85.77,82.52,94.61,98.48,93.91,96.77,102.15,105.4,85.77,83.68,67.36,70.76,74.92,73.47,71.05,71.75,77.38,77.05,83.44,86.03,82.74
A,AM040000,PRD_PP,MIO_EUR,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,50.85,61.65,76.29,77.99,98.97,115.81,126.33,139.31,160.71,165.48,194.53,183.32,199.44,210.22,205.57,203.27,197.62,204.9,231.87,261.41,272.38,322.31,334.86,371.26,398.89,470.5,452.32,497.94
A,AM040000,PRD_PP,MIO_EUR,DE,,,,,,,,,,,,,,,,,,,2306.02,2348.17,2736.52,2946.73,3208.2,3414.84,3516.49,3416.67,3422.59,3638.46,4030.04,3885.68,3908.31,4147.54,4302.11,4459.69,4829.01,4536.07,4395.0,4862.81,5022.65,4989.04,4908.77,4726.11,4865.97,5243.27,5696.06,5398.95,6455.46,6897.38,6998.14,7566.55,8005.67,8014.14,8601.88
A,AM040000,PRD_PP,MIO_EUR,DK,132.82,142.99,162.16,193.44,199.98,228.65,232.94,261.52,283.62,314.21,347.89,389.98,407.54,432.6,453.16,441.3,468.49,509.26,548.76,559.67,547.05,531.97,516.25,525.6,543.92,528.79,550.39,540.09,553.71,554.16,560.92,539.27,521.53,624.94,667.91,689.14,662.33,656.52,703.48,689.43,691.68,660.05,685.66,706.21,728.91,719.68,704.09,739.21,753.75,613.19,703.23,752.57,751.1
A,AM040000,PRD_PP,MIO_EUR,EA,,,,,,,,,,,,,,,,,,,28087.41,27321.93,26047.33,26676.92,27163.21,28991.57,30093.08,31177.21,31132.65,33015.16,35746.24,37064.78,40683.18,38259.03,39455.17,38805.64,41178.19,40996.4,39759.74,42055.44,39537.17,40786.22,41883.61,41746.65,44705.76,44800.91,46744.03,46068.86,49897.32,49772.27,53426.19,57506.4,61218.12,61645.97,62776.66
A,AM040000,PRD_PP,MIO_EUR,EA21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40657.75,40071.47,42414.47,42184.13,40522.23,42712.46,40060.59,41239.56,42333.59,42150.51,45020.87,45146.25,47123.67,46461.25,50355.5,50160.05,53884.19,58060.76,61472.39,61915.54,63056.95
A,AM040000,PRD_PP,MIO_EUR,EE,,,,,,,,,,,,,,,,,,,,,,,18.65,15.52,14.05,11.29,12.55,15.19,20.59,19.7,27.02,21.51,24.87,33.16,40.79,41.11,28.18,39.52,48.47,30.96,37.18,26.85,44.26,36.31,36.13,51.06,75.22,48.1,74.63,64.63,61.96,55.87,60.46
A,AM040000,PRD_PP,MIO_EUR,EL,,,,,,,,,,,,,,,,,,,,,1268.47,1328.88,1313.32,1296.63,1567.73,1437.02,1489.35,1562.15,1587.73,1511.95,1836.19,1660.0,1657.69,1586.04,1910.28,1911.58,1802.9,1535.65,1311.23,1374.11,1265.63,1422.87,1546.23,1400.78,1408.6,1466.65,1516.62,1466.72,1527.86,1623.38,2005.47,1940.64,1813.29
A,AM040000,PRD_PP,MIO_EUR,ES,,,,,,,,,,,,,,,,,,5865.87,5081.81,4813.32,4084.88,4330.84,4187.47,4703.12,5091.67,5379.38,5311.15,6105.87,6566.84,7106.42,9270.21,7983.25,8425.3,6767.54,8051.8,8061.98,7463.11,8025.59,6522.9,7077.83,7694.07,7505.76,8535.87,8931.73,9756.69,9315.7,10174.67,9906.66,10698.29,12147.53,13421.43,12385.46,13196.46
A,AM040000,PRD_PP,MIO_EUR,EU,,,,,,,,,,,,,,,,,,,,,29980.73,30864.99,31283.38,33215.24,34806.26,35811.64,36001.4,38007.47,39207.38,40466.19,43970.76,41479.71,44940.92,44863.19,50142.34,50365.03,47343.15,51150.57,48502.9,50105.4,51801.18,51483.4,55126.05,54648.22,57286.47,56963.53,61618.55,57786.2,62286.57,66524.33,71357.98,71884.6,74565.93
A,AM040000,PRD_PP,MIO_EUR,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45019.68,45305.23,47842.46,48332.28,45506.19,48832.01,46067.82,47348.46,48822.01,48546.66,51719.28,51410.35,54114.12,53789.74,58315.05,57786.2,62286.57,66524.33,71357.98,71884.6,74565.93
A,AM040000,PRD_PP,MIO_EUR,EU27_2020_EFTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49041.65,49603.99,46830.33,50266.7,47648.62,49027.47,50426.96,50207.75,53509.17,53210.4,55884.39,55515.21,60025.44,59610.72,64081.76,68593.12,73398.96,73966.78,76725.17
A,AM040000,PRD_PP,MIO_EUR,FI,,,,111.71,123.61,131.09,127.58,162.66,197.61,242.77,229.75,233.72,281.31,292.88,291.35,329.79,363.44,357.73,354.22,297.13,269.3,310.5,263.93,264.12,254.18,248.16,253.0,290.6,291.9,318.0,328.2,353.2,356.9,390.4,408.3,448.2,477.1,496.1,414.27,442.32,442.66,457.84,445.16,446.12,446.52,420.0,550.2,562.17,589.06,616.57,564.31,579.18,527.86
A,AM040000,PRD_PP,MIO_EUR,FR,2011.88,2341.75,2636.93,2656.61,3049.29,3135.13,3446.82,3585.12,3915.75,4077.44,4160.09,4310.64,4302.79,4317.8,4540.98,4446.71,4533.55,4918.08,4843.21,4607.91,4643.74,4572.14,4762.36,4821.74,4745.04,5101.66,5210.8,5290.1,5470.3,5505.8,5355.9,5121.4,5085.5,5053.9,4972.3,5039.0,4926.8,5242.7,5113.8,5495.8,5274.7,5687.5,5793.3,5853.91,5774.5,5998.05,6137.55,5633.77,5709.09,6089.13,6112.77,6276.61,6320.78
A,AM040000,PRD_PP,MIO_EUR,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.73,320.7,362.69,364.42,370.25,318.92,258.21,200.04,198.64,170.05,192.06,189.14,203.58,197.9,259.41,212.57,241.85,306.52,340.57,315.11,355.0
A,AM040000,PRD_PP,MIO_EUR,HU,,,,,,,,,,,,,,,,,,,,,,,,,488.28,514.67,545.96,510.04,573.43,616.54,594.41,598.93,529.07,597.66,696.04,706.19,594.84,562.76,599.44,565.39,598.19,642.37,722.65,688.05,693.54,690.48,755.46,693.7,719.5,810.87,1048.0,1003.23,986.37
A,AM040000,PRD_PP,MIO_EUR,IE,,,,,,,,,,,,,,,,,,130.82,143.26,141.99,142.99,154.97,156.58,193.08,206.39,202.78,214.1,230.09,240.98,254.61,247.53,250.11,249.73,240.2,253.56,255.95,263.69,239.31,248.31,246.43,260.72,280.9,293.94,291.43,290.82,296.85,299.31,323.7,338.0,352.79,365.66,403.16,406.33
A,AM040000,PRD_PP,MIO_EUR,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49,14.51,13.67,15.97,16.38,17.86,18.75,19.83,21.49,26.73,28.61,27.42,30.16,30.07,34.83,41.41,43.67,43.83,46.14
A,AM040000,PRD_PP,MIO_EUR,IT,,,,,,,,3991.95,4527.04,4816.15,5505.95,6112.41,5716.33,5734.82,6044.0,6142.4,6480.37,6860.68,7642.06,7551.03,6458.29,6418.94,6056.07,6756.49,7117.97,7356.32,7269.99,7478.54,7431.06,7829.43,8767.97,8281.1,8672.06,8669.1,8593.26,8655.85,8623.05,8358.77,8631.68,8607.95,8866.79,8513.62,8929.97,8438.32,9224.03,8853.53,9627.29,9995.24,10403.6,12233.85,12563.56,13731.95,13469.71
A,AM040000,PRD_PP,MIO_EUR,LT,,,,,,,,,,,,,,,,,,,,,,,48.97,66.08,75.36,131.51,85.75,84.75,78.46,72.06,131.4,63.6,87.4,64.1,97.6,103.7,76.1,70.76,97.98,78.54,71.43,91.23,89.34,82.68,72.14,75.52,94.25,80.13,109.16,161.29,146.93,206.78,215.87
A,AM040000,PRD_PP,MIO_EUR,LU,,,,,,,,,,,,,6.19,7.17,6.94,4.29,4.33,4.8,3.97,6.62,7.71,8.68,8.69,8.32,7.87,8.16,6.65,4.45,3.85,5.29,5.58,6.95,7.56,6.02,7.45,6.43,7.74,5.19,5.75,5.18,4.97,5.89,5.64,5.61,5.91,7.29,9.02,9.34,9.53,11.65,13.42,13.67,14.1
A,AM040000,PRD_PP,MIO_EUR,LV,,,,,,,,,,,,,,,,,,,,,,,,,,13.28,19.05,21.88,22.16,31.59,38.28,34.06,36.73,44.47,48.51,46.31,45.1,43.41,47.32,57.92,40.92,65.2,62.77,62.36,57.04,61.33,70.82,66.67,73.8,61.61,75.1,92.2,90.2
A,AM040000,PRD_PP,MIO_EUR,MK,,,,,,,,,,,,,,,,,,,,,,,,,,145.13,154.33,201.73,227.74,234.4,250.02,274.99,286.5,313.97,294.29,316.55,328.43,418.25,382.46,418.63,417.41,462.75,469.58,445.58,425.36,453.89,434.44,482.03,466.77,513.72,511.8,,
A,AM040000,PRD_PP,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,,,,,,,,31.61,31.49,27.58,29.21,28.4,23.76,25.58,24.95,25.59,29.05,31.74,32.79,31.41,29.93,31.09,31.74,31.26,39.13,39.41,33.21,29.63,34.12,30.2,30.56,34.9,40.18,40.01,39.33
A,AM040000,PRD_PP,MIO_EUR,NL,,,,,,,,,,,,,,3511.04,3932.19,4152.95,4366.41,4743.92,5231.76,5086.99,5207.95,5558.2,6355.49,6550.86,6913.41,7126.52,7034.61,7508.97,7536.71,7966.11,8344.93,7880.59,8197.43,8858.73,9339.99,9101.59,8586.58,9834.22,8993.04,9159.0,9771.15,9754.09,10516.47,10386.84,10385.66,10452.14,10970.61,10844.16,12444.63,12119.42,12448.54,12502.13,12939.79
A,AM040000,PRD_PP,MIO_EUR,NO,,,,,,,,,,,,,,,,,,,,,,,250.53,263.81,269.11,280.32,300.91,311.17,328.23,368.72,352.97,332.01,352.64,351.21,368.17,387.72,370.08,396.5,421.92,470.22,452.15,441.21,438.31,479.47,458.16,456.71,453.61,463.26,496.15,549.05,490.08,532.87,546.27
A,AM040000,PRD_PP,MIO_EUR,PL,,,,,,,,,,,,,,,,,,,,,,,,,,939.22,845.59,915.84,1048.06,1074.61,963.68,1124.41,1104.45,1343.14,1546.71,1765.22,1508.77,1824.48,1909.18,2056.55,2481.8,2393.92,2494.89,2183.16,2632.48,2709.91,3024.56,2702.78,2682.98,2973.46,4196.02,3961.59,4634.42
A,AM040000,PRD_PP,MIO_EUR,PT,,,,,,,,259.25,336.22,349.86,372.26,425.9,433.77,438.38,512.1,620.37,639.93,919.28,1002.72,964.1,834.62,758.51,722.65,746.8,730.28,813.7,825.21,839.61,942.55,970.38,987.01,974.18,895.02,930.32,936.35,1042.61,1098.45,1135.49,1075.06,1108.55,1146.56,1125.59,1222.2,1231.91,1190.14,1290.17,1290.11,1331.41,1501.25,1606.04,1948.12,1837.71,1834.75
A,AM040000,PRD_PP,MIO_EUR,RO,,,,,,,,,,,,,,,,,,,,,,,,,,1037.77,935.33,953.65,972.09,1087.43,1159.46,1712.43,1745.55,2160.62,2016.37,2489.25,1731.75,2514.81,2146.02,2094.28,2023.83,2020.77,2126.39,1987.13,2181.94,2437.38,2646.87,2621.28,3223.37,2956.26,2757.09,3029.84,3833.78
A,AM040000,PRD_PP,MIO_EUR,SE,,,149.88,158.48,157.02,143.1,158.32,168.82,178.2,190.52,177.45,209.21,235.54,231.68,232.27,264.78,276.73,267.05,262.13,269.68,246.55,278.85,265.76,265.36,274.66,273.82,307.82,337.12,321.26,325.89,324.94,304.61,322.02,346.69,335.46,303.82,302.95,361.55,438.89,497.68,489.65,481.42,463.93,467.67,492.18,498.66,506.27,534.31,651.53,710.9,710.74,769.5,805.36
A,AM040000,PRD_PP,MIO_EUR,SI,,,,,,,,,,,,,,,,,,,,,,,57.66,57.53,62.01,59.78,64.17,53.16,52.53,59.68,57.24,58.81,68.88,69.22,63.77,76.03,83.02,69.68,77.04,80.78,93.65,101.93,117.6,121.2,120.86,127.97,153.96,158.44,145.97,145.71,138.76,152.65,132.2
A,AM040000,PRD_PP,MIO_EUR,SK,,,,,,,,,,,,,,,,,,,,,,,74.23,104.59,115.05,128.83,149.56,86.59,99.95,87.79,86.79,91.06,80.91,116.33,126.85,91.58,129.55,133.61,147.16,165.76,195.58,148.66,167.89,141.26,183.23,82.9,101.02,82.55,113.2,104.68,114.27,109.4,105.69
A,AM040000,PRD_PP,MIO_EUR,UK,582.34,680.94,738.2,734.83,838.94,821.14,976.75,1139.81,1297.26,1325.92,1440.85,1579.99,1610.48,1473.92,1629.95,1953.05,2058.1,2123.42,2130.72,1970.29,1871.33,2048.38,2024.84,2136.08,2326.88,2394.8,2521.19,2552.95,2586.17,2521.36,2401.73,2376.79,2459.87,2549.02,2662.58,2397.17,2207.21,2637.49,2693.3,2956.98,2979.17,2936.74,3406.76,3237.88,3172.35,3173.78,3303.51,3141.19,,,,,
A,AM040000,PRD_PP,MIO_NAC,AT,,,,,,,,,,,,,,,,,,,,,,,361.72,358.18,380.34,387.62,395.96,413.41,436.81,450.22,429.78,432.44,405.94,452.05,482.38,486.33,493.61,538.84,546.09,553.86,573.2,593.37,630.22,682.04,648.57,660.89,705.06,713.17,793.89,860.47,979.1,1008.88,1021.6
A,AM040000,PRD_PP,MIO_NAC,BE,,,,,,,,575.56,595.78,631.59,756.78,842.35,877.47,889.99,999.92,944.68,1022.23,1139.32,1185.97,1152.41,1255.49,1170.91,1017.03,1135.24,1136.61,1146.8,1188.6,1215.06,1207.47,1260.89,1201.57,1168.27,1199.93,1391.64,1329.73,1244.57,1282.44,1449.3,1247.64,1312.17,1230.46,1215.54,1332.42,1334.97,1339.0,1406.77,1560.99,1550.69,1788.16,1629.13,1788.88,1894.41,1548.61
A,AM040000,PRD_PP,MIO_NAC,BG,,,,,,,,,,,,,,,,,,,,,,,12.23,27.14,435.25,400.65,536.56,463.09,456.67,575.3,536.98,482.47,492.34,509.74,436.19,540.61,242.87,184.4,119.91,116.85,138.99,142.57,123.05,156.19,176.06,194.49,198.77,175.21,216.15,247.84,254.27,269.57,280.29
A,AM040000,PRD_PP,MIO_NAC,CH,,,,,,,,,,,,,1175.12,1201.77,1171.07,1149.62,1208.61,1198.31,1260.48,1282.89,1345.53,1323.05,1353.4,1336.87,1387.48,1376.14,1307.89,1328.74,1268.48,1327.88,1261.63,1277.75,1224.16,1280.19,1334.75,1380.23,1420.0,1410.99,1408.25,1435.42,1396.14,1457.58,1420.4,1410.56,1426.88,1433.74,1364.5,1425.04,1366.74,1485.29,1464.73,1434.12,1468.11
A,AM040000,PRD_PP,MIO_NAC,CY,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,79.28,80.05,84.53,81.18,94.18,98.48,93.91,96.77,102.15,105.4,85.77,83.68,67.36,70.76,74.92,73.47,71.05,71.75,77.38,77.05,83.44,86.03,82.74
A,AM040000,PRD_PP,MIO_NAC,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,1833.08,2273.74,2715.99,2656.91,3048.56,3687.98,4028.89,4148.89,4554.84,4594.81,4852.71,4846.07,5042.59,5169.37,5169.8,5280.94,5441.7,5589.52,6268.5,6881.86,6985.79,8273.72,8858.62,9519.13,9799.24,11293.93,11362.38,12293.27
A,AM040000,PRD_PP,MIO_NAC,DE,,,,,,,,,,,,,,,,,,,2417.95,2425.58,2709.31,2899.56,3073.56,3334.02,3531.86,3439.9,3422.59,3638.46,4030.04,3885.68,3908.31,4147.54,4302.11,4459.69,4829.01,4536.07,4395.0,4862.81,5022.65,4989.04,4908.77,4726.11,4865.97,5243.27,5696.06,5398.95,6455.46,6897.38,6998.14,7566.55,8005.67,8014.14,8601.88
A,AM040000,PRD_PP,MIO_NAC,DK,985.0,1038.0,1155.0,1308.0,1371.0,1605.0,1679.0,2047.0,2247.0,2563.0,2829.0,3177.0,3268.0,3433.0,3573.0,3509.0,3771.0,4001.04,4339.96,4370.61,4154.1,4012.78,3783.1,3868.05,4070.48,3965.54,4092.44,4025.74,4126.27,4117.68,4168.01,4012.13,3886.3,4661.5,4976.37,5138.23,4931.81,4889.31,5241.38,5131.89,5158.45,4920.53,5114.13,5257.89,5422.04,5363.91,5256.77,5510.25,5605.63,4561.88,5239.72,5613.34,5605.79
A,AM040000,PRD_PP,MIO_NAC,EA,,,,,,,,,,,,,,,,,,,28087.41,27321.93,26047.33,26676.92,27163.21,28991.57,30093.08,31177.21,31132.65,33015.16,35746.24,37064.78,40683.18,38259.03,39455.17,38805.64,41178.19,40996.4,39759.74,42055.44,39537.17,40786.22,41883.61,41746.65,44705.76,44800.91,46744.03,46068.86,49897.32,49772.27,53426.19,57506.4,61218.12,61645.97,62776.66
A,AM040000,PRD_PP,MIO_NAC,EA21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40657.75,40071.47,42414.47,42184.13,40522.23,42712.46,40060.59,41239.56,42333.59,42150.51,45020.87,45146.25,47123.67,46461.25,50355.5,50160.05,53884.19,58060.76,61472.39,61915.54,63056.95
A,AM040000,PRD_PP,MIO_NAC,EE,,,,,,,,,,,,,,,,,,,,,,,17.86,15.15,14.11,11.36,12.55,15.19,20.59,19.7,27.02,21.51,24.87,33.16,40.79,41.11,28.18,39.52,48.47,30.96,37.18,26.85,44.26,36.31,36.13,51.06,75.22,48.1,74.63,64.63,61.96,55.87,60.46
A,AM040000,PRD_PP,MIO_NAC,EL,,,,,,,,,,,,,,,,,,,,,999.76,1123.26,1167.78,1162.67,1423.28,1394.77,1423.83,1543.26,1587.73,1511.95,1836.19,1660.0,1657.69,1586.04,1910.28,1911.58,1802.9,1535.65,1311.23,1374.11,1265.63,1422.87,1546.23,1400.78,1408.6,1466.65,1516.62,1466.72,1527.86,1623.38,2005.47,1940.64,1813.29
A,AM040000,PRD_PP,MIO_NAC,ES,,,,,,,,,,,,,,,,,,4562.34,3923.73,3833.79,3661.09,4136.47,4102.26,4543.75,5076.39,5405.19,5311.15,6105.87,6566.84,7106.42,9270.21,7983.25,8425.3,6767.54,8051.8,8061.98,7463.11,8025.59,6522.9,7077.83,7694.07,7505.76,8535.87,8931.73,9756.69,9315.7,10174.67,9906.66,10698.29,12147.53,13421.43,12385.46,13196.46
A,AM040000,PRD_PP,MIO_NAC,EU,,,,,,,,,,,,,,,,,,,,,29980.73,30864.99,31283.38,33215.24,34806.26,35811.64,36001.4,38007.47,39207.38,40466.19,43970.76,41479.71,44940.92,44863.19,50142.34,50365.03,47343.15,51150.57,48502.9,50105.4,51801.18,51483.4,55126.05,54648.22,57286.47,56963.53,61618.55,57786.2,62286.57,66524.33,71357.98,71884.6,74565.93
A,AM040000,PRD_PP,MIO_NAC,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45019.68,45305.23,47842.46,48332.28,45506.19,48832.01,46067.82,47348.46,48822.01,48546.66,51719.28,51410.35,54114.12,53789.74,58315.05,57786.2,62286.57,66524.33,71357.98,71884.6,74565.93
A,AM040000,PRD_PP,MIO_NAC,EU27_2020_EFTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49041.65,49603.99,46830.33,50266.7,47648.62,49027.47,50426.96,50207.75,53509.17,53210.4,55884.39,55515.21,60025.44,59610.72,64081.76,68593.12,73398.96,73966.78,76725.17
A,AM040000,PRD_PP,MIO_NAC,FI,,,75.4,81.0,95.5,115.5,114.2,141.5,159.3,192.2,191.2,185.7,222.1,245.3,248.2,274.2,288.7,292.1,298.0,290.2,303.3,323.3,253.4,258.9,251.4,249.7,253.0,290.6,291.9,318.0,328.2,353.2,356.9,390.4,408.3,448.2,477.1,496.1,414.27,442.32,442.66,457.84,445.16,446.12,446.52,420.0,550.2,562.17,589.06,616.57,564.31,579.18,527.86
A,AM040000,PRD_PP,MIO_NAC,FR,1677.01,2044.68,2138.32,2164.65,2606.05,2743.34,3063.35,3207.67,3605.55,3997.63,4294.04,4515.73,4457.24,4475.91,4796.8,4769.98,4854.44,5183.9,5148.7,4810.8,4696.2,4588.2,4737.3,4772.8,4783.4,5134.2,5210.8,5290.1,5470.3,5505.8,5355.9,5121.4,5085.5,5053.9,4972.3,5039.0,4926.8,5242.7,5113.8,5495.8,5274.7,5687.5,5793.3,5853.91,5774.5,5998.05,6137.55,5633.77,5709.09,6089.13,6112.77,6276.61,6320.78
A,AM040000,PRD_PP,MIO_NAC,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.39,311.77,353.22,349.4,360.69,308.54,254.94,199.7,199.8,172.31,194.08,189.11,201.66,194.85,255.4,212.68,241.65,306.53,340.57,315.11,355.0
A,AM040000,PRD_PP,MIO_NAC,HU,,,,,,,,,,,,,,,,,,,,,,,,,103345.2,123813.21,138001.6,132630.46,147136.99,149795.42,150753.7,150726.64,131237.02,157937.69,174950.65,177613.77,166752.86,155028.59,167464.34,163540.39,177585.08,198306.55,224021.08,214286.71,214435.46,220185.85,245750.63,243660.43,257953.73,317283.64,400176.97,396577.56,392347.3
A,AM040000,PRD_PP,MIO_NAC,IE,,,,,,,,,,,,,,,,,,127.53,139.67,137.15,145.24,156.17,162.14,194.52,195.9,202.44,214.1,230.09,240.98,254.61,247.53,250.11,249.73,240.2,253.56,255.95,263.69,239.31,248.31,246.43,260.72,280.9,293.94,291.43,290.82,296.85,299.31,323.7,338.0,352.79,365.66,403.16,406.33
A,AM040000,PRD_PP,MIO_NAC,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.42,2086.69,2360.94,2585.08,2644.43,2870.19,3044.0,3070.26,3143.62,3571.02,3448.52,3506.97,4140.29,4648.23,5230.46,5890.5,6513.05,6544.01,6675.16
A,AM040000,PRD_PP,MIO_NAC,IT,,,,,,,,2451.75,2953.34,3292.69,3838.62,4360.75,4274.81,4329.76,4666.3,4876.86,5055.28,5392.76,6051.36,6222.16,6141.29,6348.62,6662.44,6835.66,7092.36,7384.34,7269.99,7478.54,7431.06,7829.43,8767.97,8281.1,8672.06,8669.1,8593.26,8655.85,8623.05,8358.77,8631.68,8607.95,8866.79,8513.62,8929.97,8438.32,9224.03,8853.53,9627.29,9995.24,10403.6,12233.85,12563.56,13731.95,13469.71
A,AM040000,PRD_PP,MIO_NAC,LT,,,,,,,,,,,,,,,,,,,,,,,74.2,97.2,99.0,170.8,105.9,90.7,81.4,72.2,131.4,63.6,87.4,64.1,97.6,103.7,76.1,70.76,97.98,78.54,71.43,91.23,89.34,82.68,72.14,75.52,94.25,80.13,109.16,161.29,146.93,206.78,215.87
A,AM040000,PRD_PP,MIO_NAC,LU,,,,,,,,,,,,,6.89,7.79,7.4,4.62,4.66,5.05,4.15,6.82,7.74,8.53,8.3,8.1,7.9,8.22,6.65,4.45,3.85,5.29,5.58,6.95,7.56,6.02,7.45,6.43,7.74,5.19,5.75,5.18,4.97,5.89,5.64,5.61,5.91,7.29,9.02,9.34,9.53,11.65,13.42,13.67,14.1
A,AM040000,PRD_PP,MIO_NAC,LV,,,,,,,,,,,,,,,,,,,,,,,,,,12.48,16.96,17.41,17.66,26.11,34.9,32.23,36.38,44.05,48.32,46.3,45.29,43.77,47.55,57.47,40.85,65.2,62.77,62.36,57.04,61.33,70.82,66.67,73.8,61.61,75.1,92.2,90.2
A,AM040000,PRD_PP,MIO_NAC,MK,,,,,,,,,,,,,,,,,,,,,,,,,,8861.44,9355.47,12249.94,13872.27,14293.3,15317.0,16866.86,17561.37,19211.52,18006.07,19393.41,20124.98,25730.56,23532.28,25759.08,25706.26,28516.79,28931.07,27445.48,26191.39,27919.48,26720.76,29729.43,28770.04,31657.13,31505.82,,
A,AM040000,PRD_PP,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,,,,,,,,32.02,31.23,25.97,27.42,27.05,23.58,25.5,24.98,25.59,29.05,31.74,32.79,31.41,29.93,31.09,31.74,31.26,39.13,39.41,33.21,29.63,34.12,30.2,30.56,34.9,40.18,40.01,39.33
